Handle;Block;Attribute;Matricule;X;Y;Z;Altitude;Delta
'40CEA;TCPOINT;MAT;8072;1491681,04;3238330,19;0,00;37,69;37,69
'40A16;TCPOINT;MAT;7891;1491670,93;3238405,18;0,00;37,69;37,69
'408CA;TCPOINT;MAT;7808;1491665,89;3238435,18;0,00;37,71;37,71
'428A6;TCPOINT;MAT;9847;1491790,81;3238505,37;37,72;37,72;0,00
'427D6;TCPOINT;MAT;9795;1491785,82;3238500,36;37,72;37,72;0,00
'421C6;TCPOINT;MAT;9407;1491755,84;3238480,32;37,73;37,73;0,00
'414EE;TCPOINT;MAT;8585;1491710,86;3238460,25;0,00;37,73;37,73
'871B;TCPOINT;MAT;183;1491763,79;3238371,21;37,74;37,74;0,00
'41B1E;TCPOINT;MAT;8981;1491730,85;3238470,28;0,00;37,76;37,76
'41806;TCPOINT;MAT;8783;1491720,86;3238465,26;0,00;37,78;37,78
'40B6A;TCPOINT;MAT;7976;1491675,96;3238385,19;0,00;37,78;37,78
'408BA;TCPOINT;MAT;7804;1491665,86;3238455,18;0,00;37,78;37,78
'42406;TCPOINT;MAT;9551;1491765,83;3238485,33;37,81;37,81;0,00
'40CD6;TCPOINT;MAT;8067;1491681,00;3238355,19;0,00;37,81;37,81
'426F6;TCPOINT;MAT;9739;1491780,82;3238495,35;37,82;37,82;0,00
'40B66;TCPOINT;MAT;7975;1491675,95;3238390,19;0,00;37,82;37,82
'40A12;TCPOINT;MAT;7890;1491670,93;3238410,19;0,00;37,83;37,83
'40CD2;TCPOINT;MAT;8066;1491681,00;3238360,19;0,00;37,85;37,85
'40B32;TCPOINT;MAT;7962;1491675,86;3238455,20;0,00;37,85;37,85
'41F4E;TCPOINT;MAT;9249;1491745,84;3238475,30;0,00;37,86;37,86
'408C6;TCPOINT;MAT;7807;1491665,88;3238440,18;0,00;37,86;37,86
'409EE;TCPOINT;MAT;7881;1491670,86;3238455,19;0,00;37,88;37,88
'40CE2;TCPOINT;MAT;8070;1491681,03;3238340,19;0,00;37,94;37,94
'41C92;TCPOINT;MAT;9074;1491735,85;3238470,29;0,00;37,96;37,96
'40C86;TCPOINT;MAT;8047;1491680,86;3238455,21;0,00;37,96;37,96
'408C2;TCPOINT;MAT;7806;1491665,87;3238445,18;0,00;37,97;37,97
'4260A;TCPOINT;MAT;9680;1491775,83;3238490,35;37,98;37,98;0,00
'40B62;TCPOINT;MAT;7974;1491675,95;3238395,19;0,00;37,98;37,98
'40A0E;TCPOINT;MAT;7889;1491670,92;3238415,19;0,00;37,98;37,98
'42092;TCPOINT;MAT;9330;1491750,85;3238475,31;0,00;37,99;37,99
'4199E;TCPOINT;MAT;8885;1491725,86;3238465,27;0,00;38,01;38,01
'40DE2;TCPOINT;MAT;8134;1491685,86;3238455,21;0,00;38,02;38,02
'4296E;TCPOINT;MAT;9897;1491795,81;3238505,38;38,03;38,03;0,00
'410AE;TCPOINT;MAT;8313;1491695,87;3238455,23;0,00;38,03;38,03
'41666;TCPOINT;MAT;8679;1491715,86;3238460,26;0,00;38,04;38,04
'427DA;TCPOINT;MAT;9796;1491785,82;3238495,36;38,06;38,06;0,00
'40CCE;TCPOINT;MAT;8065;1491680,99;3238365,19;0,00;38,06;38,06
'40A0A;TCPOINT;MAT;7888;1491670,91;3238420,19;0,00;38,06;38,06
'42512;TCPOINT;MAT;9618;1491770,83;3238485,34;38,07;38,07;0,00
'422EE;TCPOINT;MAT;9481;1491760,84;3238480,32;38,07;38,07;0,00
'41212;TCPOINT;MAT;8402;1491700,87;3238455,23;0,00;38,07;38,07
'408BE;TCPOINT;MAT;7805;1491665,87;3238450,18;0,00;38,07;38,07
'428AA;TCPOINT;MAT;9848;1491790,82;3238500,37;38,08;38,08;0,00
'40F46;TCPOINT;MAT;8223;1491690,86;3238455,22;0,00;38,10;38,10
'871F;TCPOINT;MAT;184;1491781,41;3238376,83;38,12;38,12;0,00
'40B5E;TCPOINT;MAT;7973;1491675,94;3238400,19;0,00;38,14;38,14
'86DF;TCPOINT;MAT;168;1491687,18;3238328,66;0,00;38,15;38,15
'41DFA;TCPOINT;MAT;9164;1491740,85;3238470,29;0,00;38,17;38,17
'40E42;TCPOINT;MAT;8158;1491686,03;3238335,20;0,00;38,19;38,19
'40E3E;TCPOINT;MAT;8157;1491686,03;3238340,20;0,00;38,21;38,21
'40E3A;TCPOINT;MAT;8156;1491686,02;3238345,20;0,00;38,21;38,21
'421CA;TCPOINT;MAT;9408;1491755,85;3238475,31;38,22;38,22;0,00
'40A06;TCPOINT;MAT;7887;1491670,90;3238425,19;0,00;38,22;38,22
'4137A;TCPOINT;MAT;8492;1491705,87;3238455,24;0,00;38,23;38,23
'426FA;TCPOINT;MAT;9740;1491780,83;3238490,35;38,26;38,26;0,00
'4180A;TCPOINT;MAT;8784;1491720,86;3238460,26;0,00;38,27;38,27
'40CCA;TCPOINT;MAT;8064;1491680,98;3238370,19;0,00;38,27;38,27
'40B5A;TCPOINT;MAT;7972;1491675,93;3238405,19;0,00;38,28;38,28
'40A02;TCPOINT;MAT;7886;1491670,90;3238430,19;0,00;38,28;38,28
'41B22;TCPOINT;MAT;8982;1491730,86;3238465,28;0,00;38,30;38,30
'86E3;TCPOINT;MAT;169;1491691,50;3238330,61;0,00;38,32;38,32
'42972;TCPOINT;MAT;9898;1491795,82;3238500,38;38,33;38,33;0,00
'4240A;TCPOINT;MAT;9552;1491765,84;3238480,33;38,33;38,33;0,00
'428AE;TCPOINT;MAT;9849;1491790,82;3238495,37;38,35;38,35;0,00
'40E46;TCPOINT;MAT;8159;1491686,04;3238330,19;0,00;38,35;38,35
'41F52;TCPOINT;MAT;9250;1491745,85;3238470,30;0,00;38,36;38,36
'40CC6;TCPOINT;MAT;8063;1491680,98;3238375,19;0,00;38,37;38,37
'8723;TCPOINT;MAT;185;1491792,96;3238379,13;38,37;38,37;0,00
'42A2A;TCPOINT;MAT;9944;1491800,81;3238505,38;38,38;38,38;0,00
'409F2;TCPOINT;MAT;7882;1491670,87;3238450,19;0,00;38,38;38,38
'409FE;TCPOINT;MAT;7885;1491670,89;3238435,19;0,00;38,39;38,39
'40E36;TCPOINT;MAT;8155;1491686,01;3238350,20;0,00;38,40;38,40
'414F2;TCPOINT;MAT;8586;1491710,87;3238455,25;0,00;38,42;38,42
'4260E;TCPOINT;MAT;9681;1491775,84;3238485,34;38,43;38,43;0,00
'41C96;TCPOINT;MAT;9075;1491735,86;3238465,29;0,00;38,47;38,47
'419A2;TCPOINT;MAT;8886;1491725,86;3238460,27;0,00;38,47;38,47
'40B56;TCPOINT;MAT;7971;1491675,93;3238410,19;0,00;38,47;38,47
'40CC2;TCPOINT;MAT;8062;1491680,97;3238380,19;0,00;38,48;38,48
'40B36;TCPOINT;MAT;7963;1491675,87;3238450,20;0,00;38,48;38,48
'4110E;TCPOINT;MAT;8337;1491696,03;3238335,21;0,00;38,49;38,49
'40FA6;TCPOINT;MAT;8247;1491691,03;3238335,20;0,00;38,49;38,49
'427DE;TCPOINT;MAT;9797;1491785,83;3238490,36;38,50;38,50;0,00
'42096;TCPOINT;MAT;9331;1491750,85;3238470,31;0,00;38,52;38,52
'422F2;TCPOINT;MAT;9482;1491760,85;3238475,32;38,55;38,55;0,00
'4166A;TCPOINT;MAT;8680;1491715,87;3238455,26;0,00;38,55;38,55
'409FA;TCPOINT;MAT;7884;1491670,88;3238440,19;0,00;38,56;38,56
'8727;TCPOINT;MAT;186;1491802,96;3238380,75;38,57;38,57;0,00
'42A2E;TCPOINT;MAT;9945;1491800,82;3238500,38;38,59;38,59;0,00
'42976;TCPOINT;MAT;9899;1491795,82;3238495,37;38,59;38,59;0,00
'409F6;TCPOINT;MAT;7883;1491670,88;3238445,19;0,00;38,59;38,59
'40E32;TCPOINT;MAT;8154;1491686,00;3238355,20;0,00;38,60;38,60
'40C8A;TCPOINT;MAT;8048;1491680,87;3238450,21;0,00;38,60;38,60
'41DFE;TCPOINT;MAT;9165;1491740,86;3238465,29;0,00;38,62;38,62
'40DE6;TCPOINT;MAT;8135;1491685,87;3238450,21;0,00;38,62;38,62
'40CBE;TCPOINT;MAT;8061;1491680,96;3238385,20;0,00;38,63;38,63
'40F4A;TCPOINT;MAT;8224;1491690,87;3238450,22;0,00;38,64;38,64
'40B52;TCPOINT;MAT;7970;1491675,92;3238415,19;0,00;38,66;38,66
'426FE;TCPOINT;MAT;9741;1491780,84;3238485,35;38,67;38,67;0,00
'42516;TCPOINT;MAT;9619;1491770,84;3238480,34;38,67;38,67;0,00
'4180E;TCPOINT;MAT;8785;1491720,87;3238455,26;0,00;38,68;38,68
'410B2;TCPOINT;MAT;8314;1491695,87;3238450,23;0,00;38,68;38,68
'40CBA;TCPOINT;MAT;8060;1491680,95;3238390,20;0,00;38,68;38,68
'428B2;TCPOINT;MAT;9850;1491790,83;3238490,37;38,70;38,70;0,00
'40E2E;TCPOINT;MAT;8153;1491686,00;3238360,20;0,00;38,70;38,70
'41216;TCPOINT;MAT;8403;1491700,87;3238450,23;0,00;38,71;38,71
'42A32;TCPOINT;MAT;9946;1491800,82;3238495,38;38,72;38,72;0,00
'421CE;TCPOINT;MAT;9409;1491755,85;3238470,31;38,72;38,72;0,00
'42ADA;TCPOINT;MAT;9988;1491805,81;3238505,39;38,73;38,73;0,00
'40FA2;TCPOINT;MAT;8246;1491691,03;3238340,20;0,00;38,73;38,73
'40CB6;TCPOINT;MAT;8059;1491680,95;3238395,20;0,00;38,73;38,73
'40B4E;TCPOINT;MAT;7969;1491675,91;3238420,19;0,00;38,74;38,74
'41B26;TCPOINT;MAT;8983;1491730,86;3238460,28;0,00;38,75;38,75
'40CB2;TCPOINT;MAT;8058;1491680,94;3238400,20;0,00;38,76;38,76
'4297A;TCPOINT;MAT;9900;1491795,83;3238490,37;38,80;38,80;0,00
'40B4A;TCPOINT;MAT;7968;1491675,90;3238425,19;0,00;38,80;38,80
'419A6;TCPOINT;MAT;8887;1491725,87;3238455,27;0,00;38,82;38,82
'41F56;TCPOINT;MAT;9251;1491745,86;3238465,30;0,00;38,83;38,83
'42ADE;TCPOINT;MAT;9989;1491805,82;3238500,39;38,84;38,84;0,00
'4240E;TCPOINT;MAT;9553;1491765,85;3238475,33;38,86;38,86;0,00
'42AE2;TCPOINT;MAT;9990;1491805,83;3238495,39;38,87;38,87;0,00
'42A36;TCPOINT;MAT;9947;1491800,83;3238490,38;38,87;38,87;0,00
'4137E;TCPOINT;MAT;8493;1491705,87;3238450,24;0,00;38,88;38,88
'40CAE;TCPOINT;MAT;8057;1491680,93;3238405,20;0,00;38,88;38,88
'40E2A;TCPOINT;MAT;8152;1491685,99;3238365,20;0,00;38,89;38,89
'427E2;TCPOINT;MAT;9798;1491785,84;3238485,36;38,90;38,90;0,00
'42B7A;TCPOINT;MAT;10028;1491810,81;3238505,40;38,91;38,91;0,00
'872B;TCPOINT;MAT;187;1491819,38;3238380,77;38,91;38,91;0,00
'40B46;TCPOINT;MAT;7967;1491675,90;3238430,20;0,00;38,92;38,92
'41C9A;TCPOINT;MAT;9076;1491735,86;3238460,28;0,00;38,94;38,94
'40F9E;TCPOINT;MAT;8245;1491691,02;3238345,20;0,00;38,94;38,94
'42612;TCPOINT;MAT;9682;1491775,84;3238480,34;38,95;38,95;0,00
'40B3A;TCPOINT;MAT;7964;1491675,88;3238445,20;0,00;38,96;38,96
'414F6;TCPOINT;MAT;8587;1491710,87;3238450,25;0,00;38,97;38,97
'42AE6;TCPOINT;MAT;9991;1491805,83;3238490,39;38,98;38,98;0,00
'4209A;TCPOINT;MAT;9332;1491750,86;3238465,31;0,00;38,98;38,98
'4110A;TCPOINT;MAT;8336;1491696,03;3238340,21;0,00;38,98;38,98
'42A3A;TCPOINT;MAT;9948;1491800,84;3238485,38;38,99;38,99;0,00
'428B6;TCPOINT;MAT;9851;1491790,84;3238485,37;38,99;38,99;0,00
'42B7E;TCPOINT;MAT;10029;1491810,82;3238500,40;39,00;39,00;0,00
'422F6;TCPOINT;MAT;9483;1491760,85;3238470,32;39,00;39,00;0,00
'40CAA;TCPOINT;MAT;8056;1491680,93;3238410,20;0,00;39,00;39,00
'4297E;TCPOINT;MAT;9901;1491795,84;3238485,37;39,01;39,01;0,00
'41812;TCPOINT;MAT;8786;1491720,88;3238450,26;0,00;39,01;39,01
'41B2A;TCPOINT;MAT;8984;1491730,87;3238455,28;0,00;39,02;39,02
'4166E;TCPOINT;MAT;8681;1491715,88;3238450,25;0,00;39,02;39,02
'40B42;TCPOINT;MAT;7966;1491675,89;3238435,20;0,00;39,02;39,02
'42C0E;TCPOINT;MAT;10065;1491815,81;3238505,40;39,03;39,03;0,00
'40C8E;TCPOINT;MAT;8049;1491680,88;3238445,20;0,00;39,03;39,03
'40DEA;TCPOINT;MAT;8136;1491685,88;3238445,21;0,00;39,05;39,05
'41E02;TCPOINT;MAT;9166;1491740,87;3238460,29;0,00;39,07;39,07
'419AA;TCPOINT;MAT;8888;1491725,88;3238450,27;0,00;39,07;39,07
'42702;TCPOINT;MAT;9742;1491780,84;3238480,35;39,08;39,08;0,00
'4251A;TCPOINT;MAT;9620;1491770,85;3238475,34;39,08;39,08;0,00
'86E7;TCPOINT;MAT;170;1491702,07;3238336,99;0,00;39,08;39,08
'42AEA;TCPOINT;MAT;9992;1491805,84;3238485,39;39,09;39,09;0,00
'40E26;TCPOINT;MAT;8151;1491685,98;3238370,20;0,00;39,09;39,09
'42C12;TCPOINT;MAT;10066;1491815,82;3238500,40;39,10;39,10;0,00
'42B82;TCPOINT;MAT;10030;1491810,83;3238495,40;39,10;39,10;0,00
'410B6;TCPOINT;MAT;8315;1491695,88;3238445,23;0,00;39,12;39,12
'40F9A;TCPOINT;MAT;8244;1491691,01;3238350,20;0,00;39,12;39,12
'4121A;TCPOINT;MAT;8404;1491700,88;3238445,23;0,00;39,13;39,13
'40B3E;TCPOINT;MAT;7965;1491675,88;3238440,20;0,00;39,13;39,13
'42C16;TCPOINT;MAT;10067;1491815,83;3238495,40;39,16;39,16;0,00
'40CA6;TCPOINT;MAT;8055;1491680,92;3238415,20;0,00;39,16;39,16
'42C9A;TCPOINT;MAT;10100;1491820,81;3238505,41;39,18;39,18;0,00
'40F4E;TCPOINT;MAT;8225;1491690,88;3238445,22;0,00;39,18;39,18
'427E6;TCPOINT;MAT;9799;1491785,84;3238480,36;39,19;39,19;0,00
'421D2;TCPOINT;MAT;9410;1491755,86;3238465,31;39,19;39,19;0,00
'42B86;TCPOINT;MAT;10031;1491810,83;3238490,39;39,20;39,20;0,00
'42412;TCPOINT;MAT;9554;1491765,85;3238470,33;39,20;39,20;0,00
'40E1E;TCPOINT;MAT;8149;1491685,97;3238380,20;0,00;39,20;39,20
'872F;TCPOINT;MAT;188;1491843,13;3238378,38;39,20;39,20;0,00
'40E22;TCPOINT;MAT;8150;1491685,98;3238375,20;0,00;39,21;39,21
'42A3E;TCPOINT;MAT;9949;1491800,85;3238480,38;39,22;39,22;0,00
'90E2F;TCPOINT;MAT;777;1491646,80;3238453,51;0,00;39,23;39,23
'42C9E;TCPOINT;MAT;10101;1491820,82;3238500,41;39,23;39,23;0,00
'41F5A;TCPOINT;MAT;9252;1491745,87;3238460,30;0,00;39,23;39,23
'42B8A;TCPOINT;MAT;10032;1491810,84;3238485,39;39,24;39,24;0,00
'42982;TCPOINT;MAT;9902;1491795,85;3238480,37;39,24;39,24;0,00
'4126E;TCPOINT;MAT;8425;1491701,03;3238340,22;0,00;39,24;39,24
'428BA;TCPOINT;MAT;9852;1491790,84;3238480,36;39,25;39,25;0,00
'41B2E;TCPOINT;MAT;8985;1491730,88;3238450,28;0,00;39,27;39,27
'41C9E;TCPOINT;MAT;9077;1491735,87;3238455,28;0,00;39,28;39,28
'41382;TCPOINT;MAT;8494;1491705,88;3238445,24;0,00;39,28;39,28
'40F96;TCPOINT;MAT;8243;1491691,01;3238355,21;0,00;39,28;39,28
'40F92;TCPOINT;MAT;8242;1491691,00;3238360,21;0,00;39,28;39,28
'42616;TCPOINT;MAT;9683;1491775,85;3238475,34;39,29;39,29;0,00
'42D1A;TCPOINT;MAT;10132;1491825,81;3238505,42;39,30;39,30;0,00
'42CA2;TCPOINT;MAT;10102;1491820,83;3238495,41;39,30;39,30;0,00
'414FA;TCPOINT;MAT;8588;1491710,88;3238445,25;0,00;39,30;39,30
'42C1A;TCPOINT;MAT;10068;1491815,83;3238490,40;39,31;39,31;0,00
'40E1A;TCPOINT;MAT;8148;1491685,96;3238385,20;0,00;39,31;39,31
'40E16;TCPOINT;MAT;8147;1491685,96;3238390,20;0,00;39,31;39,31
'42D1E;TCPOINT;MAT;10133;1491825,82;3238500,42;39,32;39,32;0,00
'41672;TCPOINT;MAT;8682;1491715,88;3238445,25;0,00;39,32;39,32
'410BA;TCPOINT;MAT;8316;1491695,89;3238440,22;0,00;39,32;39,32
'427EA;TCPOINT;MAT;9800;1491785,85;3238475,36;39,34;39,34;0,00
'4251E;TCPOINT;MAT;9621;1491770,86;3238470,34;39,34;39,34;0,00
'4209E;TCPOINT;MAT;9333;1491750,87;3238460,31;0,00;39,34;39,34
'41816;TCPOINT;MAT;8787;1491720,88;3238445,26;0,00;39,34;39,34
'41106;TCPOINT;MAT;8335;1491696,02;3238345,21;0,00;39,34;39,34
'40C92;TCPOINT;MAT;8050;1491680,88;3238440,20;0,00;39,34;39,34
'86EB;TCPOINT;MAT;171;1491705,21;3238340,10;0,00;39,35;39,35
'42C1E;TCPOINT;MAT;10069;1491815,84;3238485,40;39,36;39,36;0,00
'42AEE;TCPOINT;MAT;9993;1491805,85;3238480,39;39,36;39,36;0,00
'42706;TCPOINT;MAT;9743;1491780,85;3238475,35;39,36;39,36;0,00
'42E0E;TCPOINT;MAT;10193;1491835,84;3238485,43;39,37;39,37;0,00
'422FA;TCPOINT;MAT;9484;1491760,86;3238465,32;39,37;39,37;0,00
'40CA2;TCPOINT;MAT;8054;1491680,91;3238420,20;0,00;39,37;39,37
'42D22;TCPOINT;MAT;10134;1491825,83;3238495,42;39,38;39,38;0,00
'41E06;TCPOINT;MAT;9167;1491740,87;3238455,29;0,00;39,38;39,38
'428BE;TCPOINT;MAT;9853;1491790,85;3238475,36;39,39;39,39;0,00
'419AE;TCPOINT;MAT;8889;1491725,88;3238445,27;0,00;39,39;39,39
'4121E;TCPOINT;MAT;8405;1491700,89;3238440,23;0,00;39,39;39,39
'42E0A;TCPOINT;MAT;10192;1491835,84;3238490,43;39,40;39,40;0,00
'42D26;TCPOINT;MAT;10135;1491825,84;3238490,42;39,40;39,40;0,00
'42CAA;TCPOINT;MAT;10104;1491820,84;3238485,41;39,40;39,40;0,00
'42986;TCPOINT;MAT;9903;1491795,85;3238475,37;39,40;39,40;0,00
'40DEE;TCPOINT;MAT;8137;1491685,89;3238440,21;0,00;39,41;39,41
'8733;TCPOINT;MAT;189;1491861,28;3238376,57;39,41;39,41;0,00
'42CA6;TCPOINT;MAT;10103;1491820,83;3238490,41;39,42;39,42;0,00
'42DA2;TCPOINT;MAT;10166;1491830,84;3238485,42;39,43;39,43;0,00
'42D9E;TCPOINT;MAT;10165;1491830,84;3238490,42;39,43;39,43;0,00
'42D9A;TCPOINT;MAT;10164;1491830,83;3238495,42;39,43;39,43;0,00
'42D96;TCPOINT;MAT;10163;1491830,82;3238500,42;39,43;39,43;0,00
'42B8E;TCPOINT;MAT;10033;1491810,85;3238480,39;39,43;39,43;0,00
'4261A;TCPOINT;MAT;9684;1491775,86;3238470,34;39,43;39,43;0,00
'42416;TCPOINT;MAT;9555;1491765,86;3238465,33;39,43;39,43;0,00
'41F5E;TCPOINT;MAT;9253;1491745,87;3238455,30;0,00;39,43;39,43
'40F52;TCPOINT;MAT;8226;1491690,89;3238440,22;0,00;39,43;39,43
'42E12;TCPOINT;MAT;10194;1491835,85;3238480,43;39,44;39,44;0,00
'42D2A;TCPOINT;MAT;10136;1491825,84;3238485,42;39,44;39,44;0,00
'40F8E;TCPOINT;MAT;8241;1491690,99;3238365,21;0,00;39,44;39,44
'85EF;TCPOINT;MAT;108;1491758,53;3238365,61;39,44;39,44;0,00
'41386;TCPOINT;MAT;8495;1491705,89;3238440,24;0,00;39,45;39,45
'40E12;TCPOINT;MAT;8146;1491685,95;3238395,20;0,00;39,45;39,45
'42E72;TCPOINT;MAT;10218;1491840,85;3238480,44;39,46;39,46;0,00
'42CAE;TCPOINT;MAT;10105;1491820,85;3238480,41;39,46;39,46;0,00
'421D6;TCPOINT;MAT;9411;1491755,87;3238460,31;39,46;39,46;0,00
'40E0E;TCPOINT;MAT;8145;1491685,94;3238400,20;0,00;39,46;39,46
'42E16;TCPOINT;MAT;10195;1491835,86;3238475,43;39,47;39,47;0,00
'42D92;TCPOINT;MAT;10162;1491830,82;3238505,43;39,47;39,47;0,00
'42C22;TCPOINT;MAT;10070;1491815,85;3238480,40;39,47;39,47;0,00
'40C96;TCPOINT;MAT;8051;1491680,89;3238435,20;0,00;39,47;39,47
'86C7;TCPOINT;MAT;162;1491718,78;3238351,16;0,00;39,47;39,47
'90E47;TCPOINT;MAT;783;1491652,26;3238434,31;0,00;39,48;39,48
'42DA6;TCPOINT;MAT;10167;1491830,85;3238480,42;39,48;39,48;0,00
'42D2E;TCPOINT;MAT;10137;1491825,85;3238480,41;39,48;39,48;0,00
'414FE;TCPOINT;MAT;8589;1491710,89;3238440,25;0,00;39,48;39,48
'85F3;TCPOINT;MAT;109;1491762,73;3238367,22;39,48;39,48;0,00
'41676;TCPOINT;MAT;8683;1491715,89;3238440,25;0,00;39,49;39,49
'85E7;TCPOINT;MAT;106;1491741,95;3238356,92;0,00;39,49;39,49
'4270A;TCPOINT;MAT;9744;1491780,86;3238470,35;39,50;39,50;0,00
'42522;TCPOINT;MAT;9622;1491770,86;3238465,33;39,50;39,50;0,00
'41CA2;TCPOINT;MAT;9078;1491735,88;3238450,28;0,00;39,50;39,50
'86C3;TCPOINT;MAT;161;1491716,82;3238349,37;0,00;39,50;39,50
'85E3;TCPOINT;MAT;105;1491733,50;3238350,97;0,00;39,50;39,50
'42E76;TCPOINT;MAT;10219;1491840,86;3238475,43;39,51;39,51;0,00
'42A42;TCPOINT;MAT;9950;1491800,85;3238475,38;39,51;39,51;0,00
'42D32;TCPOINT;MAT;10138;1491825,86;3238475,41;39,52;39,52;0,00
'427EE;TCPOINT;MAT;9801;1491785,86;3238470,36;39,53;39,53;0,00
'4126A;TCPOINT;MAT;8424;1491701,02;3238345,22;0,00;39,53;39,53
'41E0A;TCPOINT;MAT;9168;1491740,88;3238450,29;0,00;39,54;39,54
'4181A;TCPOINT;MAT;8788;1491720,89;3238440,26;0,00;39,54;39,54
'42E7E;TCPOINT;MAT;10221;1491840,87;3238465,43;39,55;39,55;0,00
'42E06;TCPOINT;MAT;10191;1491835,83;3238495,43;39,55;39,55;0,00
'42DAA;TCPOINT;MAT;10168;1491830,86;3238475,42;39,55;39,55;0,00
'42CB2;TCPOINT;MAT;10106;1491820,86;3238475,41;39,55;39,55;0,00
'428C2;TCPOINT;MAT;9854;1491790,86;3238470,36;39,55;39,55;0,00
'422FE;TCPOINT;MAT;9485;1491760,87;3238460,32;39,55;39,55;0,00
'41102;TCPOINT;MAT;8334;1491696,01;3238350,21;0,00;39,55;39,55
'85EB;TCPOINT;MAT;107;1491748,32;3238360,65;0,00;39,55;39,55
'42E7A;TCPOINT;MAT;10220;1491840,87;3238470,43;39,56;39,56;0,00
'42C26;TCPOINT;MAT;10071;1491815,86;3238475,40;39,56;39,56;0,00
'8737;TCPOINT;MAT;190;1491873,65;3238378,06;0,00;39,56;39,56
'40C9A;TCPOINT;MAT;8052;1491680,90;3238430,20;0,00;39,57;39,57
'90E57;TCPOINT;MAT;787;1491654,41;3238427,92;0,00;39,58;39,58
'42E1A;TCPOINT;MAT;10196;1491835,87;3238470,43;39,58;39,58;0,00
'420A2;TCPOINT;MAT;9334;1491750,87;3238455,30;0,00;39,58;39,58
'40C9E;TCPOINT;MAT;8053;1491680,91;3238425,20;0,00;39,58;39,58
'42DAE;TCPOINT;MAT;10169;1491830,86;3238470,42;39,59;39,59;0,00
'42ECE;TCPOINT;MAT;10241;1491845,86;3238475,44;39,60;39,60;0,00
'42B92;TCPOINT;MAT;10034;1491810,85;3238475,39;39,60;39,60;0,00
'40F8A;TCPOINT;MAT;8240;1491690,98;3238370,21;0,00;39,60;39,60
'90EB3;TCPOINT;MAT;810;1491658,90;3238411,33;0,00;39,62;39,62
'42D36;TCPOINT;MAT;10139;1491825,86;3238470,41;39,62;39,62;0,00
'42AF2;TCPOINT;MAT;9994;1491805,85;3238475,39;39,62;39,62;0,00
'4298A;TCPOINT;MAT;9904;1491795,86;3238470,37;39,62;39,62;0,00
'4261E;TCPOINT;MAT;9685;1491775,86;3238465,34;39,62;39,62;0,00
'4241A;TCPOINT;MAT;9556;1491765,87;3238460,33;39,62;39,62;0,00
'421DA;TCPOINT;MAT;9412;1491755,87;3238455,31;39,62;39,62;0,00
'41F62;TCPOINT;MAT;9254;1491745,88;3238450,30;0,00;39,62;39,62
'410BE;TCPOINT;MAT;8317;1491695,89;3238435,22;0,00;39,62;39,62
'86EF;TCPOINT;MAT;172;1491708,74;3238342,56;0,00;39,62;39,62
'42ED2;TCPOINT;MAT;10242;1491845,87;3238470,44;39,63;39,63;0,00
'42E6E;TCPOINT;MAT;10217;1491840,84;3238485,44;39,63;39,63;0,00
'42E02;TCPOINT;MAT;10190;1491835,82;3238500,43;39,63;39,63;0,00
'41B32;TCPOINT;MAT;8986;1491730,88;3238445,28;0,00;39,63;39,63
'419B2;TCPOINT;MAT;8890;1491725,89;3238440,27;0,00;39,63;39,63
'410FE;TCPOINT;MAT;8333;1491696,01;3238355,21;0,00;39,64;39,64
'40E0A;TCPOINT;MAT;8144;1491685,93;3238405,21;0,00;39,64;39,64
'42EDA;TCPOINT;MAT;10244;1491845,88;3238460,44;39,65;39,65;0,00
'42E82;TCPOINT;MAT;10222;1491840,88;3238460,43;39,65;39,65;0,00
'42CB6;TCPOINT;MAT;10107;1491820,86;3238470,41;39,65;39,65;0,00
'42302;TCPOINT;MAT;9486;1491760,88;3238455,32;39,65;39,65;0,00
'40E06;TCPOINT;MAT;8143;1491685,93;3238410,21;0,00;39,65;39,65
'42ED6;TCPOINT;MAT;10243;1491845,87;3238465,44;39,66;39,66;0,00
'42DB2;TCPOINT;MAT;10170;1491830,87;3238465,42;39,66;39,66;0,00
'42F26;TCPOINT;MAT;10263;1491850,87;3238465,45;39,67;39,67;0,00
'42E1E;TCPOINT;MAT;10197;1491835,87;3238465,43;39,67;39,67;0,00
'42526;TCPOINT;MAT;9623;1491770,87;3238460,33;39,67;39,67;0,00
'40F86;TCPOINT;MAT;8239;1491690,98;3238375,21;0,00;39,67;39,67
'40F56;TCPOINT;MAT;8227;1491690,89;3238435,22;0,00;39,67;39,67
'873B;TCPOINT;MAT;191;1491884,23;3238379,02;0,00;39,69;39,69
'41CA6;TCPOINT;MAT;9079;1491735,89;3238445,28;0,00;39,70;39,70
'413D2;TCPOINT;MAT;8514;1491706,02;3238345,22;0,00;39,70;39,70
'41222;TCPOINT;MAT;8406;1491700,89;3238435,23;0,00;39,70;39,70
'40DF2;TCPOINT;MAT;8138;1491685,89;3238435,21;0,00;39,70;39,70
'86A3;TCPOINT;MAT;153;1491765,93;3238376,55;39,70;39,70;0,00
'85DF;TCPOINT;MAT;104;1491721,96;3238342,35;0,00;39,70;39,70
'42C2A;TCPOINT;MAT;10072;1491815,86;3238470,40;39,71;39,71;0,00
'4270E;TCPOINT;MAT;9745;1491780,86;3238465,35;39,71;39,71;0,00
'42A46;TCPOINT;MAT;9951;1491800,86;3238470,38;39,73;39,73;0,00
